ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
1692,16/6/2024,295,35,2,4,Pendiente
1758,16/6/2024,38,26,4,3,Completa
1881,16/6/2024,218,24,5,3,Completa
949,17/06/2024,29,19,2,3,Pendiente
1167,17/6/2024,311,7,4,5,Completa
1234,17/6/2024,276,25,5,5,Cancelada
1464,17/6/2024,268,18,1,1,Completa
1760,17/6/2024,124,36,2,3,Completa
1761,17/6/2024,260,8,4,4,Completa
2338,17/6/2024,137,29,6,3,Pendiente
2658,17/6/2024,235,36,6,3,Completa
2828,17/6/2024,233,18,6,4,Completa
450,18/06/2024,235,4,5,5,Completa
628,18/06/2024,245,38,1,4,Completa
730,18/06/2024,201,26,6,1,Completa
928,18/06/2024,152,3,6,4,Completa
1341,18/6/2024,133,15,5,1,Pendiente
2050,18/6/2024,58,24,4,2,Completa
343,19/06/2024,14,29,1,4,Completa
861,19/06/2024,34,23,4,5,Completa
865,19/06/2024,60,2,5,1,Completa
1124,19/6/2024,232,7,3,3,Completa
1355,19/6/2024,106,22,2,1,Completa
1530,19/6/2024,2,34,4,4,Completa
2178,19/6/2024,54,7,2,4,Completa
2351,19/6/2024,114,3,2,4,Completa
330,20/06/2024,63,13,3,1,Completa
1509,20/6/2024,36,18,5,4,Completa
1954,20/6/2024,120,17,4,5,Completa
2023,20/6/2024,280,24,2,1,Completa
2257,20/6/2024,137,15,5,3,Completa
2354,20/6/2024,20,15,3,5,Completa
2492,20/6/2024,68,31,2,3,Pendiente
2636,20/6/2024,88,19,4,3,Completa
950,21/06/2024,119,33,6,2,Pendiente
1534,21/6/2024,12,5,2,5,Completa
1583,21/6/2024,53,30,2,1,Completa
1890,21/6/2024,6,3,1,5,Completa
1945,21/6/2024,190,35,3,1,Completa
1987,21/6/2024,90,15,4,4,Completa
2068,21/6/2024,224,27,6,5,Completa
2750,21/6/2024,3,22,4,1,Completa
2956,21/6/2024,307,26,1,3,Completa
98,22/06/2024,177,20,1,1,Completa
533,22/06/2024,83,4,2,5,Completa
743,22/06/2024,271,5,5,5,Completa
1412,22/6/2024,60,28,2,5,Completa
1764,22/6/2024,268,7,4,4,Completa
1843,22/6/2024,139,4,1,1,Completa
2334,22/6/2024,190,2,2,1,Completa
216,23/06/2024,270,8,4,4,Completa
941,23/06/2024,146,13,6,4,Pendiente
1117,23/6/2024,292,38,3,5,Completa
1348,23/6/2024,151,20,3,4,Completa
2163,23/6/2024,168,38,6,2,Completa
2780,23/6/2024,216,1,5,2,Completa
2806,23/6/2024,193,13,6,3,Completa
375,24/06/2024,248,35,6,3,Completa
445,24/06/2024,296,24,4,4,Completa
595,24/06/2024,271,27,5,4,Completa
1901,24/6/2024,53,1,3,3,Completa
2373,24/6/2024,125,26,1,1,Pendiente
2390,24/6/2024,159,8,2,4,Completa
2477,24/6/2024,90,6,6,5,Completa
27,25/06/2024,85,25,1,3,Completa
50,25/06/2024,233,23,2,5,Completa
73,25/06/2024,143,26,3,1,Completa
192,25/06/2024,97,27,4,5,Completa
376,25/06/2024,201,8,5,5,Completa
1347,25/6/2024,223,1,6,5,Completa
1588,25/6/2024,324,3,6,1,Completa
1835,25/6/2024,100,26,4,5,Completa
2438,25/6/2024,287,14,1,5,Pendiente
2552,25/6/2024,310,31,6,5,Completa
2865,25/6/2024,265,22,2,4,Completa
2931,25/6/2024,41,29,3,1,Completa
2942,25/6/2024,215,28,4,3,Completa
570,26/06/2024,185,19,5,3,Completa
2014,26/6/2024,229,35,4,2,Completa
2633,26/6/2024,13,4,5,5,Completa
2820,26/6/2024,258,14,2,4,Completa
191,27/06/2024,186,11,1,3,Completa
460,27/06/2024,166,27,3,1,Completa
578,27/06/2024,180,15,2,5,Completa
750,27/06/2024,198,30,2,5,Completa
2268,27/6/2024,260,4,6,4,Completa
2411,27/6/2024,178,24,2,5,Completa
2516,27/6/2024,268,17,4,5,Completa
2671,27/6/2024,36,24,1,5,Completa
2881,27/6/2024,163,9,5,3,Completa
268,28/06/2024,119,32,5,1,Completa
819,28/06/2024,252,2,4,1,Completa
866,28/06/2024,46,33,2,5,Completa
1695,28/6/2024,103,16,5,3,Completa
1766,28/6/2024,46,11,6,4,Completa
1950,28/6/2024,111,15,5,1,Pendiente
1980,28/6/2024,160,30,4,5,Pendiente
2330,28/6/2024,254,12,4,3,Completa
2946,28/6/2024,296,11,6,5,Pendiente
21,29/06/2024,184,27,2,1,Completa
754,29/06/2024,216,23,4,3,Completa
825,29/06/2024,120,29,6,4,Completa
1329,29/6/2024,233,27,6,1,Completa
1384,29/6/2024,62,30,4,3,Completa
1452,29/6/2024,56,20,1,4,Completa
1462,29/6/2024,86,11,5,5,Completa
1658,29/6/2024,193,1,3,1,Completa
1693,29/6/2024,68,6,2,4,Completa
1797,29/6/2024,192,4,6,5,Completa
1849,29/6/2024,30,30,3,4,Pendiente
2399,29/6/2024,73,37,2,1,Pendiente
2721,29/6/2024,29,20,2,4,Completa
79,30/06/2024,133,24,4,4,Pendiente
599,30/06/2024,61,37,6,4,Completa
920,30/06/2024,50,33,1,1,Completa
1260,30/6/2024,115,25,2,4,Completa
1851,30/6/2024,318,35,5,4,Pendiente
2070,30/6/2024,89,17,1,1,Completa
2314,30/6/2024,171,28,6,3,Completa
2396,30/6/2024,176,2,3,2,Completa
2462,30/6/2024,102,37,4,2,Pendiente
2609,30/6/2024,148,12,6,3,Completa
2663,30/6/2024,251,11,4,5,Pendiente
2766,30/6/2024,185,37,1,1,Completa
507,01/07/2024,73,38,6,5,Completa
804,01/07/2024,154,10,2,5,Pendiente
1052,1/7/2024,219,18,1,3,Pendiente
1159,1/7/2024,233,21,2,1,Completa
1186,1/7/2024,24,23,6,4,Completa
2393,1/7/2024,58,15,4,1,Completa
2672,1/7/2024,49,24,6,3,Completa
201,02/07/2024,141,14,3,4,Completa
219,02/07/2024,24,23,6,4,Completa
306,02/07/2024,14,38,2,5,Completa
474,02/07/2024,25,18,3,4,Completa
1005,2/7/2024,131,4,6,5,Completa
1746,2/7/2024,269,5,4,5,Completa
1798,2/7/2024,167,35,6,5,Completa
1897,2/7/2024,57,37,2,4,Pendiente
2150,2/7/2024,214,25,5,5,Completa
2194,2/7/2024,157,8,2,1,Completa
2224,2/7/2024,286,28,3,4,Pendiente
2787,2/7/2024,249,28,4,5,Completa
2916,2/7/2024,268,17,6,4,Completa
528,03/07/2024,93,37,2,3,Completa
2034,3/7/2024,15,24,1,5,Completa
2077,3/7/2024,62,21,6,4,Completa
2503,3/7/2024,205,1,3,3,Completa
2526,3/7/2024,246,3,4,5,Pendiente
2574,3/7/2024,62,2,3,5,Pendiente
2996,3/7/2024,22,17,4,5,Completa
24,04/07/2024,184,37,4,3,Completa
288,04/07/2024,88,32,3,4,Completa
364,04/07/2024,128,34,1,5,Completa
700,04/07/2024,134,8,3,1,Completa
883,04/07/2024,222,2,2,5,Completa
1036,4/7/2024,230,30,2,5,Completa
1594,4/7/2024,253,4,1,1,Cancelada
1896,4/7/2024,302,19,6,1,Completa
2035,4/7/2024,225,18,6,1,Completa
2191,4/7/2024,80,12,4,3,Completa
2715,4/7/2024,159,4,1,3,Completa
184,05/07/2024,150,34,6,1,Completa
802,05/07/2024,214,1,6,5,Pendiente
1372,5/7/2024,41,23,4,4,Pendiente
1411,5/7/2024,75,35,6,3,Completa
1839,5/7/2024,197,23,3,2,Completa
2529,5/7/2024,77,31,1,5,Completa
2624,5/7/2024,52,3,3,3,Completa
2872,5/7/2024,277,27,3,4,Pendiente
67,06/07/2024,120,18,2,5,Completa
130,06/07/2024,273,29,4,1,Completa
181,06/07/2024,143,34,6,1,Completa
644,06/07/2024,232,9,5,2,Pendiente
960,06/07/2024,200,4,2,4,Completa
1091,6/7/2024,250,15,5,4,Completa
1338,6/7/2024,60,4,3,4,Completa
1626,6/7/2024,171,36,3,1,Completa
2168,6/7/2024,38,18,5,3,Completa
2430,6/7/2024,264,9,4,5,Completa
2900,6/7/2024,152,12,5,4,Completa
2976,6/7/2024,214,29,5,3,Completa
13,07/07/2024,75,32,4,4,Completa
536,07/07/2024,117,16,1,5,Completa
551,07/07/2024,146,7,6,4,Completa
688,07/07/2024,82,23,6,1,Pendiente
957,07/07/2024,198,17,5,4,Completa
975,07/07/2024,40,34,6,4,Completa
981,07/07/2024,33,17,6,5,Completa
1309,7/7/2024,4,24,3,5,Pendiente
1632,7/7/2024,224,38,1,1,Completa
1813,7/7/2024,90,35,1,3,Pendiente
2198,7/7/2024,213,13,1,2,Completa
2832,7/7/2024,171,31,2,4,Completa
2958,7/7/2024,142,12,6,5,Completa
688,07/07/2024,82,23,6,1,Pendiente
663,08/07/2024,183,18,2,5,Completa
746,08/07/2024,47,32,4,4,Pendiente
1123,8/7/2024,164,9,5,4,Completa
1944,8/7/2024,130,1,6,5,Completa
1989,8/7/2024,274,17,2,3,Completa
2256,8/7/2024,242,31,5,2,Completa
97,09/07/2024,103,19,1,4,Pendiente
212,09/07/2024,75,9,2,4,Pendiente
372,09/07/2024,15,1,3,5,Completa
457,09/07/2024,154,31,5,5,Pendiente
557,09/07/2024,208,8,3,5,Completa
798,09/07/2024,10,24,5,4,Completa
1103,9/7/2024,10,34,6,5,Completa
1176,9/7/2024,253,34,6,5,Completa
1475,9/7/2024,39,33,5,5,Completa
1541,9/7/2024,184,13,2,5,Pendiente
1790,9/7/2024,225,30,2,2,Completa
1941,9/7/2024,133,13,2,4,Pendiente
2064,9/7/2024,306,30,5,4,Completa
2432,9/7/2024,190,20,2,5,Pendiente
2536,9/7/2024,194,29,3,3,Completa
2629,9/7/2024,233,19,1,4,Pendiente
2639,9/7/2024,228,35,5,5,Completa
2727,9/7/2024,167,17,1,3,Completa
2788,9/7/2024,18,25,3,4,Completa
2822,9/7/2024,27,14,1,1,Completa
1393,10/7/2024,121,27,5,3,Completa
1628,10/7/2024,307,35,2,4,Completa
2414,10/7/2024,97,19,3,2,Completa
2857,10/7/2024,111,25,3,5,Completa
848,11/07/2024,227,1,3,3,Pendiente
1388,11/7/2024,79,5,3,4,Completa
1514,11/7/2024,156,14,1,4,Completa
1611,11/7/2024,297,8,2,4,Completa
2254,11/7/2024,303,10,2,3,Pendiente
2255,11/7/2024,180,35,5,1,Completa
2290,11/7/2024,216,19,3,5,Pendiente
2496,11/7/2024,262,5,3,4,Completa
2930,11/7/2024,198,30,4,4,Completa
2932,11/7/2024,313,23,1,5,Completa
2963,11/7/2024,9,16,4,5,Completa
560,12/07/2024,300,23,1,5,Completa
646,12/07/2024,25,27,5,4,Completa
1077,12/7/2024,268,34,4,4,Completa
1262,12/7/2024,313,21,2,5,Pendiente
1459,12/7/2024,176,37,5,2,Completa
1476,12/7/2024,12,26,3,1,Completa
1676,12/7/2024,324,36,5,4,Completa
1729,12/7/2024,118,33,6,4,Completa
1791,12/7/2024,250,16,4,4,Completa
2768,12/7/2024,307,13,1,3,Completa
143,13/07/2024,184,31,6,2,Completa
776,13/07/2024,175,6,6,4,Completa
1440,13/7/2024,278,16,1,1,Completa
2052,13/7/2024,322,19,4,4,Completa
2743,13/7/2024,251,5,5,4,Completa
246,14/07/2024,171,26,3,2,Completa
391,14/07/2024,34,16,3,5,Completa
473,14/07/2024,229,29,4,4,Completa
619,14/07/2024,121,35,2,4,Completa
1397,14/7/2024,112,13,2,1,Completa
1620,14/7/2024,267,32,2,4,Completa
1778,14/7/2024,208,19,4,3,Completa
2342,14/7/2024,180,22,6,4,Completa
2886,14/7/2024,67,19,1,1,Completa
548,15/07/2024,229,30,6,5,Pendiente
2083,15/7/2024,44,6,2,4,Completa
2577,15/7/2024,240,11,3,2,Completa
48,16/07/2024,13,4,2,3,Pendiente
74,16/07/2024,125,19,4,5,Pendiente
648,16/07/2024,198,35,6,1,Pendiente
893,16/07/2024,183,29,4,3,Completa
1345,16/7/2024,149,27,1,4,Completa
1400,16/7/2024,299,22,4,4,Completa
1871,16/7/2024,184,20,1,5,Completa
2158,16/7/2024,148,38,3,4,Pendiente
412,17/07/2024,170,9,1,4,Completa
671,17/07/2024,286,22,1,1,Pendiente
768,17/07/2024,168,19,5,3,Completa
974,17/07/2024,175,23,2,5,Completa
1093,17/7/2024,52,36,3,1,Completa
1335,17/7/2024,33,28,4,4,Completa
1664,17/7/2024,17,11,2,4,Pendiente
1898,17/7/2024,261,20,4,4,Completa
2061,17/7/2024,318,30,2,4,Completa
2133,17/7/2024,92,13,6,3,Completa
2139,17/7/2024,234,18,6,4,Completa
2321,17/7/2024,34,20,6,4,Completa
671,17/07/2024,286,22,1,1,Pendiente
489,18/07/2024,152,27,6,5,Completa
519,18/07/2024,174,38,3,1,Completa
549,18/07/2024,211,4,3,5,Pendiente
1216,18/7/2024,123,23,6,3,Completa
1305,18/7/2024,134,38,1,3,Completa
1493,18/7/2024,291,15,4,5,Completa
2412,18/7/2024,5,36,3,1,Completa
2902,18/7/2024,325,32,3,5,Completa
148,19/07/2024,50,9,6,2,Completa
241,19/07/2024,158,7,5,3,Pendiente
335,19/07/2024,277,11,2,4,Pendiente
977,19/07/2024,25,12,1,1,Completa
1395,19/7/2024,265,3,4,4,Pendiente
1546,19/7/2024,283,10,1,3,Completa
2474,19/7/2024,188,19,3,4,Pendiente
2557,19/7/2024,156,7,1,1,Completa
2652,19/7/2024,247,23,1,1,Completa
2800,19/7/2024,226,8,4,2,Completa
2811,19/7/2024,253,26,6,5,Completa
2830,19/7/2024,11,27,1,5,Completa
2966,19/7/2024,203,37,4,4,Completa
2977,19/7/2024,288,21,2,2,Completa
500,20/07/2024,175,35,3,5,Pendiente
514,20/07/2024,298,38,5,5,Completa
682,20/07/2024,200,17,2,2,Completa
707,20/07/2024,216,8,4,3,Completa
777,20/07/2024,235,9,1,5,Completa
803,20/07/2024,227,2,4,4,Pendiente
1461,20/7/2024,87,5,4,1,Completa
1547,20/7/2024,122,21,2,2,Completa
2676,20/7/2024,83,25,2,4,Completa
682,20/07/2024,200,17,2,2,Completa
367,21/07/2024,163,6,3,4,Completa
666,21/07/2024,20,10,3,3,Completa
1017,21/7/2024,200,24,2,3,Completa
1023,21/7/2024,104,4,2,5,Pendiente
1885,21/7/2024,219,17,6,4,Completa
1887,21/7/2024,19,19,2,5,Completa
1943,21/7/2024,235,15,2,4,Completa
2111,21/7/2024,289,23,2,3,Completa
81,22/07/2024,160,10,2,3,Completa
291,22/07/2024,79,37,6,3,Completa
555,22/07/2024,234,27,5,3,Completa
1034,22/7/2024,125,26,3,1,Pendiente
1641,22/7/2024,319,29,6,4,Pendiente
1848,22/7/2024,323,2,5,2,Completa
1990,22/7/2024,242,16,4,5,Completa
2440,22/7/2024,21,35,6,4,Completa
2837,22/7/2024,324,14,1,3,Completa
280,23/07/2024,279,2,1,3,Completa
538,23/07/2024,243,37,1,1,Pendiente
574,23/07/2024,17,17,5,5,Completa
1145,23/7/2024,90,25,6,2,Completa
1261,23/7/2024,318,30,4,1,Completa
1500,23/7/2024,141,23,5,4,Pendiente
1912,23/7/2024,23,21,1,4,Completa
2170,23/7/2024,130,2,1,4,Pendiente
2736,23/7/2024,133,35,4,3,Completa
2749,23/7/2024,248,18,2,1,Completa
2927,23/7/2024,270,13,6,4,Completa
92,24/07/2024,190,22,2,5,Completa
953,24/07/2024,134,33,3,3,Completa
1314,24/7/2024,290,6,3,2,Completa
1994,24/7/2024,323,31,6,5,Completa
2215,24/7/2024,35,28,1,1,Pendiente
2277,24/7/2024,144,36,3,2,Completa
2528,24/7/2024,164,13,1,1,Completa
2695,24/7/2024,58,31,1,5,Completa
2725,24/7/2024,256,6,3,1,Completa
104,25/07/2024,171,21,2,5,Completa
939,25/07/2024,150,14,2,5,Completa
1255,25/7/2024,25,35,6,4,Pendiente
1353,25/7/2024,317,34,3,1,Completa
1408,25/7/2024,124,12,1,5,Completa
1580,25/7/2024,209,9,6,3,Completa
1744,25/7/2024,314,34,3,5,Completa
2471,25/7/2024,32,35,2,3,Completa
2525,25/7/2024,231,38,4,5,Completa
19,26/07/2024,47,31,6,1,Pendiente
323,26/07/2024,295,22,3,2,Completa
392,26/07/2024,150,15,5,5,Completa
410,26/07/2024,165,34,5,2,Pendiente
515,26/07/2024,35,13,3,4,Completa
689,26/07/2024,187,33,3,1,Completa
770,26/07/2024,123,9,1,1,Completa
1004,26/7/2024,71,29,5,5,Completa
1070,26/7/2024,174,12,6,4,Completa
1233,26/7/2024,199,16,4,3,Cancelada
1678,26/7/2024,170,32,6,4,Pendiente
2760,26/7/2024,159,16,5,4,Completa
2779,26/7/2024,237,26,3,5,Completa
2836,26/7/2024,139,13,5,1,Completa
2986,26/7/2024,228,11,4,4,Completa
689,26/07/2024,187,33,3,1,Completa
344,27/07/2024,151,19,2,3,Pendiente
475,27/07/2024,314,36,5,1,Completa
771,27/07/2024,78,32,4,2,Completa
1516,27/7/2024,22,14,2,4,Completa
1858,27/7/2024,301,26,2,4,Pendiente
2237,27/7/2024,233,38,5,4,Completa
2282,27/7/2024,192,6,6,4,Completa
2293,27/7/2024,300,6,3,4,Completa
411,28/07/2024,142,23,5,4,Completa
838,28/07/2024,304,38,3,1,Completa
2389,28/7/2024,64,29,1,1,Completa
178,29/07/2024,159,21,1,3,Pendiente
257,29/07/2024,249,28,5,4,Pendiente
531,29/07/2024,24,27,2,4,Completa
701,29/07/2024,77,21,2,3,Pendiente
1515,29/7/2024,22,3,3,1,Completa
1850,29/7/2024,301,15,4,4,Completa
2994,29/7/2024,162,17,3,3,Completa
121,30/07/2024,114,38,4,5,Completa
202,30/07/2024,170,6,5,4,Completa
308,30/07/2024,153,29,2,4,Completa
381,30/07/2024,140,29,4,2,Completa
906,30/07/2024,179,13,1,5,Completa
930,30/07/2024,91,7,6,4,Completa
1106,30/7/2024,153,2,1,4,Pendiente
1196,30/7/2024,239,32,2,1,Completa
1520,30/7/2024,209,1,4,5,Completa
1617,30/7/2024,162,32,1,4,Completa
1672,30/7/2024,188,8,5,5,Completa
1938,30/7/2024,125,16,3,4,Completa
2423,30/7/2024,157,1,5,3,Completa
2656,30/7/2024,207,14,4,5,Completa
2846,30/7/2024,200,15,4,5,Completa
2849,30/7/2024,153,26,2,4,Completa
146,31/07/2024,148,8,2,4,Completa
220,31/07/2024,156,5,6,5,Pendiente
1279,31/7/2024,302,33,4,1,Completa
1297,31/7/2024,32,24,2,1,Completa
1316,31/7/2024,251,2,3,4,Pendiente
1352,31/7/2024,205,7,6,4,Pendiente
47,01/08/2024,86,31,4,2,Completa
631,01/08/2024,120,20,1,1,Completa
929,01/08/2024,164,31,5,3,Pendiente
1090,1/8/2024,43,3,3,4,Pendiente
1973,1/8/2024,80,20,3,3,Completa
2118,1/8/2024,199,7,2,5,Completa
2210,1/8/2024,140,5,2,3,Completa
2285,1/8/2024,78,4,3,4,Pendiente
2408,1/8/2024,89,15,1,5,Completa
2502,1/8/2024,326,31,5,1,Completa
57,02/08/2024,305,13,1,5,Completa
313,02/08/2024,250,30,1,5,Completa
333,02/08/2024,26,35,1,1,Completa
336,02/08/2024,80,20,6,5,Completa
356,02/08/2024,278,2,6,4,Completa
550,02/08/2024,221,4,5,1,Completa
1377,2/8/2024,85,31,6,1,Pendiente
1407,2/8/2024,242,6,4,4,Completa
1496,2/8/2024,213,9,5,5,Pendiente
1522,2/8/2024,167,6,6,2,Completa
1955,2/8/2024,78,30,6,4,Completa
2361,2/8/2024,164,21,5,5,Pendiente
305,03/08/2024,78,11,6,4,Completa
1895,3/8/2024,125,13,4,5,Completa
1937,3/8/2024,326,25,1,1,Completa
2046,3/8/2024,13,22,1,5,Completa
2152,3/8/2024,153,25,2,2,Pendiente
2265,3/8/2024,37,26,5,4,Completa
211,04/08/2024,264,32,2,5,Completa
282,04/08/2024,189,3,2,5,Completa
1557,4/8/2024,165,37,5,1,Completa
1786,4/8/2024,209,33,4,4,Completa
2234,4/8/2024,278,27,2,4,Completa
153,05/08/2024,268,3,4,1,Completa
193,05/08/2024,20,1,2,1,Completa
486,05/08/2024,151,35,3,5,Completa
487,05/08/2024,93,36,2,5,Completa
584,05/08/2024,99,11,4,5,Completa
591,05/08/2024,111,37,5,2,Pendiente
854,05/08/2024,82,29,6,3,Completa
880,05/08/2024,114,2,2,5,Completa
1009,5/8/2024,306,29,2,5,Completa
1432,5/8/2024,309,36,3,4,Completa
1482,5/8/2024,126,18,4,1,Completa
1604,5/8/2024,1,15,1,5,Completa
2187,5/8/2024,69,29,1,1,Completa
2357,5/8/2024,125,32,5,5,Completa
2618,5/8/2024,145,1,3,3,Completa
2627,5/8/2024,241,36,4,2,Completa
2773,5/8/2024,248,31,4,3,Completa
94,06/08/2024,174,31,1,1,Completa
175,06/08/2024,203,3,2,5,Pendiente
764,06/08/2024,43,9,2,5,Completa
1229,6/8/2024,107,22,1,4,Cancelada
1544,6/8/2024,60,26,6,3,Completa
1767,6/8/2024,215,36,5,3,Completa
2848,6/8/2024,157,9,4,3,Completa
2852,6/8/2024,50,26,4,3,Completa
62,07/08/2024,205,15,2,5,Completa
114,07/08/2024,46,23,6,1,Completa
126,07/08/2024,24,26,5,3,Completa
839,07/08/2024,35,12,6,5,Completa
1038,7/8/2024,119,34,5,3,Completa
1058,7/8/2024,67,15,5,1,Completa
1426,7/8/2024,326,15,6,3,Completa
1527,7/8/2024,203,29,5,3,Completa
2212,7/8/2024,99,23,3,1,Completa
2284,7/8/2024,58,15,4,5,Pendiente
2784,7/8/2024,44,35,3,5,Completa
398,08/08/2024,123,23,1,1,Pendiente
494,08/08/2024,143,8,6,4,Completa
1080,8/8/2024,202,27,6,4,Completa
1827,8/8/2024,13,28,2,3,Pendiente
2049,8/8/2024,76,9,1,3,Completa
2802,8/8/2024,326,16,4,3,Completa
418,09/08/2024,252,32,4,1,Completa
1101,9/8/2024,127,6,6,1,Completa
1166,9/8/2024,151,9,5,4,Completa
2791,9/8/2024,124,33,2,3,Completa
502,10/08/2024,231,23,1,4,Completa
594,10/08/2024,261,5,4,3,Completa
703,10/08/2024,126,24,5,4,Completa
1865,10/8/2024,247,9,3,1,Completa
2324,10/8/2024,235,30,1,4,Completa
2748,10/8/2024,169,27,2,1,Completa
427,11/08/2024,132,34,5,3,Completa
852,11/08/2024,139,26,3,5,Completa
1008,11/8/2024,204,11,5,5,Completa
1059,11/8/2024,24,29,3,1,Completa
1855,11/8/2024,237,8,6,1,Completa
1873,11/8/2024,234,9,2,5,Completa
1991,11/8/2024,21,35,2,1,Completa
1995,11/8/2024,159,9,2,5,Completa
2172,11/8/2024,238,12,3,3,Completa
2692,11/8/2024,1,13,2,1,Pendiente
2702,11/8/2024,212,3,1,4,Completa
258,12/08/2024,42,31,1,4,Completa
315,12/08/2024,182,14,2,5,Pendiente
773,12/08/2024,247,26,2,1,Pendiente
1242,12/8/2024,62,38,4,5,Completa
1499,12/8/2024,262,32,1,4,Pendiente
2161,12/8/2024,280,16,1,4,Completa
2394,12/8/2024,94,34,1,2,Completa
2533,12/8/2024,12,21,1,1,Completa
2626,12/8/2024,321,10,2,5,Completa
2804,12/8/2024,11,1,1,5,Completa
2971,12/8/2024,124,7,6,3,Completa
78,13/08/2024,60,13,6,4,Completa
149,13/08/2024,79,7,6,5,Pendiente
936,13/08/2024,98,2,2,4,Completa
1450,13/8/2024,98,12,2,2,Completa
1799,13/8/2024,325,19,2,3,Completa
1979,13/8/2024,185,21,3,5,Completa
2316,13/8/2024,197,11,1,4,Completa
2329,13/8/2024,145,30,1,5,Pendiente
2796,13/8/2024,94,27,4,3,Completa
2911,13/8/2024,140,22,3,1,Completa
17,14/08/2024,51,31,3,2,Completa
521,14/08/2024,140,26,6,4,Completa
987,14/08/2024,274,33,5,2,Completa
1147,14/8/2024,112,5,6,3,Completa
1212,14/8/2024,58,20,5,1,Completa
1318,14/8/2024,219,13,1,4,Completa
1568,14/8/2024,148,6,2,3,Completa
1675,14/8/2024,304,31,4,4,Completa
1723,14/8/2024,320,20,3,3,Completa
1745,14/8/2024,294,17,1,5,Completa
1765,14/8/2024,307,24,2,5,Completa
2382,14/8/2024,326,22,3,1,Completa
2537,14/8/2024,57,26,2,1,Completa
2565,14/8/2024,318,19,5,1,Completa
2762,14/8/2024,145,27,4,2,Completa
403,15/08/2024,300,35,6,4,Completa
413,15/08/2024,137,3,1,2,Completa
1471,15/8/2024,123,25,5,5,Completa
1845,15/8/2024,70,26,1,4,Completa
2015,15/8/2024,33,5,5,5,Completa
2348,15/8/2024,138,15,6,1,Completa
2936,15/8/2024,241,25,2,4,Completa
129,16/08/2024,25,14,2,3,Completa
204,16/08/2024,292,6,5,2,Completa
276,16/08/2024,103,3,1,5,Pendiente
388,16/08/2024,222,31,3,5,Completa
540,16/08/2024,26,16,4,3,Completa
575,16/08/2024,112,6,1,4,Completa
679,16/08/2024,137,10,2,2,Pendiente
757,16/08/2024,52,4,6,4,Completa
1438,16/8/2024,101,16,6,3,Completa
2130,16/8/2024,286,15,4,3,Completa
679,16/08/2024,137,10,2,2,Pendiente
139,17/08/2024,302,8,4,4,Pendiente
676,17/08/2024,291,38,6,1,Completa
1189,17/8/2024,31,10,5,5,Completa
1339,17/8/2024,279,2,3,5,Completa
1553,17/8/2024,25,8,5,5,Completa
1558,17/8/2024,318,23,1,5,Completa
2622,17/8/2024,27,35,4,5,Completa
676,17/08/2024,291,38,6,1,Completa
69,18/08/2024,4,38,3,3,Completa
266,18/08/2024,78,2,5,4,Completa
673,18/08/2024,257,12,3,4,Completa
816,18/08/2024,111,8,3,3,Pendiente
829,18/08/2024,234,20,3,4,Completa
1094,18/8/2024,98,36,2,1,Pendiente
1891,18/8/2024,83,32,5,3,Completa
2021,18/8/2024,240,37,3,2,Completa
2056,18/8/2024,320,36,6,4,Pendiente
2556,18/8/2024,162,26,4,1,Completa
673,18/08/2024,257,12,3,4,Completa
633,19/08/2024,121,28,3,4,Completa
1109,19/8/2024,287,29,1,3,Completa
1122,19/8/2024,313,19,2,4,Pendiente
1458,19/8/2024,73,8,2,2,Completa
1663,19/8/2024,191,2,1,3,Completa
1880,19/8/2024,269,29,3,3,Completa
2108,19/8/2024,246,20,2,5,Completa
2216,19/8/2024,42,32,4,1,Completa
2454,19/8/2024,218,17,2,3,Pendiente
1443,20/8/2024,168,1,6,4,Completa
1859,20/8/2024,57,11,6,4,Pendiente
2044,20/8/2024,246,8,5,1,Completa
2165,20/8/2024,106,30,6,1,Completa
2415,20/8/2024,108,12,5,4,Completa
2701,20/8/2024,169,19,1,4,Completa
358,21/08/2024,193,4,6,3,Completa
583,21/08/2024,7,27,3,4,Pendiente
716,21/08/2024,289,29,3,1,Completa
994,21/08/2024,102,24,3,3,Completa
1862,21/8/2024,26,31,2,4,Completa
2381,21/8/2024,79,5,3,4,Completa
2625,21/8/2024,188,35,5,4,Completa
2681,21/8/2024,62,37,2,4,Completa
2722,21/8/2024,145,33,1,2,Completa
2934,21/8/2024,36,31,3,3,Pendiente
247,22/08/2024,63,32,6,4,Completa
346,22/08/2024,92,34,4,4,Completa
479,22/08/2024,23,28,4,4,Completa
498,22/08/2024,299,20,6,3,Completa
565,22/08/2024,244,19,1,5,Completa
725,22/08/2024,234,21,2,3,Completa
1213,22/8/2024,95,26,4,3,Completa
2299,22/8/2024,236,34,6,5,Completa
2515,22/8/2024,79,8,1,5,Completa
2980,22/8/2024,301,14,3,1,Completa
136,23/08/2024,258,26,3,4,Completa
1591,23/8/2024,311,20,3,4,Pendiente
1640,23/8/2024,128,34,3,5,Completa
1793,23/8/2024,275,6,6,4,Completa
2531,23/8/2024,274,35,2,3,Completa
2839,23/8/2024,54,37,6,3,Completa
2870,23/8/2024,149,18,3,2,Completa
255,24/08/2024,237,22,4,2,Completa
732,24/08/2024,155,13,6,1,Completa
926,24/08/2024,55,25,2,5,Completa
1061,24/8/2024,320,14,4,4,Completa
